variant,scene,category,group,correct,total,accuracy_percent,version,incorrect
U2,leo_clear_weak,named,test_unseen_day_rx_9,3843,6000,64.05,V1,2157
U2,leo_clear_weak,named,test_unseen_day_rx_10,4204,6000,70.06666666666666,V1,1796
U2,leo_clear_weak,named,test_unseen_day_rx_11,3925,6000,65.41666666666667,V1,2075
U2,leo_clear_weak,receiver_all_days,0,17007,24000,70.8625,V1,6993
U2,leo_clear_weak,receiver_all_days,1,4398,6000,73.3,V1,1602
U2,leo_clear_weak,receiver_all_days,2,10334,24000,43.05833333333333,V1,13666
U2,leo_clear_weak,receiver_all_days,3,4330,6000,72.16666666666667,V1,1670
U2,leo_clear_weak,receiver_all_days,4,5171,6000,86.18333333333334,V1,829
U2,leo_clear_weak,receiver_all_days,5,16970,24000,70.70833333333333,V1,7030
U2,leo_clear_weak,receiver_all_days,6,5045,6000,84.08333333333333,V1,955
U2,leo_clear_weak,receiver_all_days,7,10640,24000,44.333333333333336,V1,13360
U2,leo_clear_weak,receiver_all_days,8,4559,6000,75.98333333333333,V1,1441
U2,leo_clear_weak,receiver_all_days,9,17174,24000,71.55833333333334,V1,6826
U2,leo_clear_weak,receiver_all_days,10,14908,24000,62.11666666666667,V1,9092
U2,leo_clear_weak,receiver_all_days,11,15585,24000,64.9375,V1,8415
U2,leo_clear_weak,class,0,23051,33000,69.85151515151514,V1,9949
U2,leo_clear_weak,class,1,11164,33000,33.83030303030303,V1,21836
U2,leo_clear_weak,class,2,16323,33000,49.46363636363636,V1,16677
U2,leo_clear_weak,class,3,20259,33000,61.39090909090909,V1,12741
U2,leo_clear_weak,class,4,23959,33000,72.60303030303031,V1,9041
U2,leo_clear_weak,class,5,31365,33000,95.04545454545455,V1,1635
U2,leo_low_elev_weak,aggregate,all,120934,198000,61.077777777777776,V1,77066
U2,leo_low_elev_weak,named,test_unseen_day_seen_rx,22376,30000,74.58666666666667,V1,7624
U2,leo_low_elev_weak,named,test_day_0,22376,30000,74.58666666666667,V1,7624
U2,leo_low_elev_weak,named,test_seen_day_unseen_rx,74570,126000,59.182539682539684,V1,51430
U2,leo_low_elev_weak,named,test_rx_0,12634,18000,70.18888888888888,V1,5366
U2,leo_low_elev_weak,named,test_rx_2,7932,18000,44.06666666666667,V1,10068
U2,leo_low_elev_weak,named,test_rx_5,12672,18000,70.4,V1,5328
U2,leo_low_elev_weak,named,test_rx_7,7209,18000,40.05,V1,10791
U2,leo_low_elev_weak,named,test_rx_9,12730,18000,70.72222222222223,V1,5270
U2,leo_low_elev_weak,named,test_rx_10,10226,18000,56.81111111111111,V1,7774
U2,leo_low_elev_weak,named,test_rx_11,11167,18000,62.03888888888889,V1,6833
U2,leo_low_elev_weak,named,test_unseen_day_unseen_rx,23988,42000,57.114285714285714,V1,18012
U2,leo_low_elev_weak,named,test_unseen_day_rx_0,3468,6000,57.8,V1,2532
U2,leo_low_elev_weak,named,test_unseen_day_rx_2,2370,6000,39.5,V1,3630
U2,leo_low_elev_weak,named,test_unseen_day_rx_5,3522,6000,58.7,V1,2478
U2,leo_low_elev_weak,named,test_unseen_day_rx_7,3185,6000,53.083333333333336,V1,2815
U2,leo_low_elev_weak,named,test_unseen_day_rx_9,3725,6000,62.083333333333336,V1,2275
U2,leo_low_elev_weak,named,test_unseen_day_rx_10,3877,6000,64.61666666666666,V1,2123
U2,leo_low_elev_weak,named,test_unseen_day_rx_11,3841,6000,64.01666666666667,V1,2159
U2,leo_low_elev_weak,receiver_all_days,0,16102,24000,67.09166666666667,V1,7898
U2,leo_low_elev_weak,receiver_all_days,1,4184,6000,69.73333333333333,V1,1816
U2,leo_low_elev_weak,receiver_all_days,2,10302,24000,42.925,V1,13698
U2,leo_low_elev_weak,receiver_all_days,3,4087,6000,68.11666666666666,V1,1913
U2,leo_low_elev_weak,receiver_all_days,4,4954,6000,82.56666666666666,V1,1046
U2,leo_low_elev_weak,receiver_all_days,5,16194,24000,67.475,V1,7806
U2,leo_low_elev_weak,receiver_all_days,6,4827,6000,80.45,V1,1173
U2,leo_low_elev_weak,receiver_all_days,7,10394,24000,43.30833333333333,V1,13606
U2,leo_low_elev_weak,receiver_all_days,8,4324,6000,72.06666666666666,V1,1676
U2,leo_low_elev_weak,receiver_all_days,9,16455,24000,68.5625,V1,7545
U2,leo_low_elev_weak,receiver_all_days,10,14103,24000,58.7625,V1,9897
U2,leo_low_elev_weak,receiver_all_days,11,15008,24000,62.53333333333333,V1,8992
U2,leo_low_elev_weak,class,0,22555,33000,68.34848484848484,V1,10445
U2,leo_low_elev_weak,class,1,10278,33000,31.145454545454545,V1,22722
U2,leo_low_elev_weak,class,2,15570,33000,47.18181818181818,V1,17430
U2,leo_low_elev_weak,class,3,18963,33000,57.46363636363636,V1,14037
U2,leo_low_elev_weak,class,4,22470,33000,68.0909090909091,V1,10530
U2,leo_low_elev_weak,class,5,31098,33000,94.23636363636363,V1,1902
U2,leo_rain_weak,aggregate,all,121210,198000,61.217171717171716,V1,76790
U2,leo_rain_weak,named,test_unseen_day_seen_rx,22473,30000,74.91,V1,7527
U2,leo_rain_weak,named,test_day_0,22473,30000,74.91,V1,7527
U2,leo_rain_weak,named,test_seen_day_unseen_rx,74805,126000,59.36904761904762,V1,51195
U2,leo_rain_weak,named,test_rx_0,12558,18000,69.76666666666667,V1,5442
U2,leo_rain_weak,named,test_rx_2,7906,18000,43.922222222222224,V1,10094
U2,leo_rain_weak,named,test_rx_5,12888,18000,71.6,V1,5112
U2,leo_rain_weak,named,test_rx_7,7266,18000,40.36666666666667,V1,10734
U2,leo_rain_weak,named,test_rx_9,12791,18000,71.06111111111112,V1,5209
U2,leo_rain_weak,named,test_rx_10,10149,18000,56.38333333333333,V1,7851
U2,leo_rain_weak,named,test_rx_11,11247,18000,62.483333333333334,V1,6753
U2,leo_rain_weak,named,test_unseen_day_unseen_rx,23932,42000,56.98095238095238,V1,18068
U2,leo_rain_weak,named,test_unseen_day_rx_0,3396,6000,56.6,V1,2604
U2,leo_rain_weak,named,test_unseen_day_rx_2,2375,6000,39.583333333333336,V1,3625
U2,leo_rain_weak,named,test_unseen_day_rx_5,3579,6000,59.65,V1,2421
U2,leo_rain_weak,named,test_unseen_day_rx_7,3139,6000,52.31666666666667,V1,2861
U2,leo_rain_weak,named,test_unseen_day_rx_9,3704,6000,61.733333333333334,V1,2296
U2,leo_rain_weak,named,test_unseen_day_rx_10,4047,6000,67.45,V1,1953
U2,leo_rain_weak,named,test_unseen_day_rx_11,3692,6000,61.53333333333333,V1,2308
U2,leo_rain_weak,receiver_all_days,0,15954,24000,66.475,V1,8046
U2,leo_rain_weak,receiver_all_days,1,4194,6000,69.9,V1,1806
U2,leo_rain_weak,receiver_all_days,2,10281,24000,42.8375,V1,13719
U2,leo_rain_weak,receiver_all_days,3,4075,6000,67.91666666666667,V1,1925
U2,leo_rain_weak,receiver_all_days,4,5036,6000,83.93333333333334,V1,964
U2,leo_rain_weak,receiver_all_days,5,16467,24000,68.6125,V1,7533
U2,leo_rain_weak,receiver_all_days,6,4809,6000,80.15,V1,1191
U2,leo_rain_weak,receiver_all_days,7,10405,24000,43.354166666666664,V1,13595
U2,leo_rain_weak,receiver_all_days,8,4359,6000,72.65,V1,1641
U2,leo_rain_weak,receiver_all_days,9,16495,24000,68.72916666666667,V1,7505
U2,leo_rain_weak,receiver_all_days,10,14196,24000,59.15,V1,9804
U2,leo_rain_weak,receiver_all_days,11,14939,24000,62.24583333333333,V1,9061
U2,leo_rain_weak,class,0,22941,33000,69.51818181818182,V1,10059
U2,leo_rain_weak,class,1,10482,33000,31.763636363636362,V1,22518
U2,leo_rain_weak,class,2,15626,33000,47.35151515151515,V1,17374
U2,leo_rain_weak,class,3,18476,33000,55.987878787878785,V1,14524
U2,leo_rain_weak,class,4,22476,33000,68.10909090909091,V1,10524
U2,leo_rain_weak,class,5,31209,33000,94.57272727272728,V1,1791
U3,clean,aggregate,all,158255,198000,79.92676767676768,V1,39745
U3,clean,named,test_unseen_day_seen_rx,28087,30000,93.62333333333333,V1,1913
U3,clean,named,test_day_0,28087,30000,93.62333333333333,V1,1913
U3,clean,named,test_seen_day_unseen_rx,98637,126000,78.28333333333333,V1,27363
U3,clean,named,test_rx_0,14994,18000,83.3,V1,3006
U3,clean,named,test_rx_2,11653,18000,64.7388888888889,V1,6347
U3,clean,named,test_rx_5,15821,18000,87.89444444444445,V1,2179
U3,clean,named,test_rx_7,11798,18000,65.54444444444445,V1,6202
U3,clean,named,test_rx_9,15122,18000,84.0111111111111,V1,2878
U3,clean,named,test_rx_10,15096,18000,83.86666666666666,V1,2904
U3,clean,named,test_rx_11,14153,18000,78.62777777777778,V1,3847
U3,clean,named,test_unseen_day_unseen_rx,31531,42000,75.07380952380953,V1,10469
U3,clean,named,test_unseen_day_rx_0,4050,6000,67.5,V1,1950
U3,clean,named,test_unseen_day_rx_2,3709,6000,61.81666666666667,V1,2291
U3,clean,named,test_unseen_day_rx_5,4788,6000,79.8,V1,1212
U3,clean,named,test_unseen_day_rx_7,5347,6000,89.11666666666666,V1,653
U3,clean,named,test_unseen_day_rx_9,4188,6000,69.8,V1,1812
U3,clean,named,test_unseen_day_rx_10,4742,6000,79.03333333333333,V1,1258
U3,clean,named,test_unseen_day_rx_11,4707,6000,78.45,V1,1293
U3,clean,receiver_all_days,0,19044,24000,79.35,V1,4956
U3,clean,receiver_all_days,1,5030,6000,83.83333333333333,V1,970
U3,clean,receiver_all_days,2,15362,24000,64.00833333333334,V1,8638
U3,clean,receiver_all_days,3,5702,6000,95.03333333333333,V1,298
U3,clean,receiver_all_days,4,5847,6000,97.45,V1,153
U3,clean,receiver_all_days,5,20609,24000,85.87083333333334,V1,3391
U3,clean,receiver_all_days,6,5944,6000,99.06666666666666,V1,56
U3,clean,receiver_all_days,7,17145,24000,71.4375,V1,6855
U3,clean,receiver_all_days,8,5564,6000,92.73333333333333,V1,436
U3,clean,receiver_all_days,9,19310,24000,80.45833333333333,V1,4690
U3,clean,receiver_all_days,10,19838,24000,82.65833333333333,V1,4162
U3,clean,receiver_all_days,11,18860,24000,78.58333333333333,V1,5140
U3,clean,class,0,31305,33000,94.86363636363636,V1,1695
U3,clean,class,1,19980,33000,60.54545454545455,V1,13020
U3,clean,class,2,21765,33000,65.95454545454545,V1,11235
U3,clean,class,3,21987,33000,66.62727272727273,V1,11013
U3,clean,class,4,32715,33000,99.13636363636364,V1,285
U3,clean,class,5,30503,33000,92.43333333333334,V1,2497
U3,leo_clear_weak,aggregate,all,127353,198000,64.31969696969696,V1,70647
U3,leo_clear_weak,named,test_unseen_day_seen_rx,23866,30000,79.55333333333333,V1,6134
U3,leo_clear_weak,named,test_day_0,23866,30000,79.55333333333333,V1,6134
U3,leo_clear_weak,named,test_seen_day_unseen_rx,78144,126000,62.01904761904762,V1,47856
U3,leo_clear_weak,named,test_rx_0,13648,18000,75.82222222222222,V1,4352
U3,leo_clear_weak,named,test_rx_2,8384,18000,46.577777777777776,V1,9616
U3,leo_clear_weak,named,test_rx_5,13224,18000,73.46666666666667,V1,4776
U3,leo_clear_weak,named,test_rx_7,7272,18000,40.4,V1,10728
U3,leo_clear_weak,named,test_rx_9,12724,18000,70.68888888888888,V1,5276
U3,leo_clear_weak,named,test_rx_10,11434,18000,63.522222222222226,V1,6566
U3,leo_clear_weak,named,test_rx_11,11458,18000,63.65555555555556,V1,6542
U3,leo_clear_weak,named,test_unseen_day_unseen_rx,25343,42000,60.34047619047619,V1,16657
U3,leo_clear_weak,named,test_unseen_day_rx_0,3737,6000,62.28333333333333,V1,2263
U3,leo_clear_weak,named,test_unseen_day_rx_2,2388,6000,39.8,V1,3612
U3,leo_clear_weak,named,test_unseen_day_rx_5,3756,6000,62.6,V1,2244
U3,leo_clear_weak,named,test_unseen_day_rx_7,3271,6000,54.516666666666666,V1,2729
U3,leo_clear_weak,named,test_unseen_day_rx_9,3756,6000,62.6,V1,2244
U3,leo_clear_weak,named,test_unseen_day_rx_10,4467,6000,74.45,V1,1533
U3,leo_clear_weak,named,test_unseen_day_rx_11,3968,6000,66.13333333333334,V1,2032
U3,leo_clear_weak,receiver_all_days,0,17385,24000,72.4375,V1,6615
U3,leo_clear_weak,receiver_all_days,1,4484,6000,74.73333333333333,V1,1516
U3,leo_clear_weak,receiver_all_days,2,10772,24000,44.88333333333333,V1,13228
U3,leo_clear_weak,receiver_all_days,3,4433,6000,73.88333333333334,V1,1567
U3,leo_clear_weak,receiver_all_days,4,5063,6000,84.38333333333334,V1,937
U3,leo_clear_weak,receiver_all_days,5,16980,24000,70.75,V1,7020
U3,leo_clear_weak,receiver_all_days,6,5241,6000,87.35,V1,759
U3,leo_clear_weak,receiver_all_days,7,10543,24000,43.92916666666667,V1,13457
U3,leo_clear_weak,receiver_all_days,8,4645,6000,77.41666666666667,V1,1355
U3,leo_clear_weak,receiver_all_days,9,16480,24000,68.66666666666667,V1,7520
U3,leo_clear_weak,receiver_all_days,10,15901,24000,66.25416666666666,V1,8099
U3,leo_clear_weak,receiver_all_days,11,15426,24000,64.275,V1,8574
U3,leo_clear_weak,class,0,20982,33000,63.58181818181818,V1,12018
U3,leo_clear_weak,class,1,12605,33000,38.196969696969695,V1,20395
U3,leo_clear_weak,class,2,16029,33000,48.57272727272727,V1,16971
U3,leo_clear_weak,class,3,20697,33000,62.71818181818182,V1,12303
U3,leo_clear_weak,class,4,27253,33000,82.58484848484848,V1,5747
U3,leo_clear_weak,class,5,29787,33000,90.26363636363637,V1,3213
U3,leo_low_elev_weak,aggregate,all,122824,198000,62.03232323232323,V1,75176
U3,leo_low_elev_weak,named,test_unseen_day_seen_rx,22711,30000,75.70333333333333,V1,7289
U3,leo_low_elev_weak,named,test_day_0,22711,30000,75.70333333333333,V1,7289
U3,leo_low_elev_weak,named,test_seen_day_unseen_rx,75623,126000,60.018253968253966,V1,50377
U3,leo_low_elev_weak,named,test_rx_0,13002,18000,72.23333333333333,V1,4998
U3,leo_low_elev_weak,named,test_rx_2,8352,18000,46.4,V1,9648
U3,leo_low_elev_weak,named,test_rx_5,12727,18000,70.70555555555555,V1,5273
U3,leo_low_elev_weak,named,test_rx_7,7209,18000,40.05,V1,10791
U3,leo_low_elev_weak,named,test_rx_9,12335,18000,68.52777777777777,V1,5665
U3,leo_low_elev_weak,named,test_rx_10,10974,18000,60.96666666666667,V1,7026
U3,leo_low_elev_weak,named,test_rx_11,11024,18000,61.24444444444445,V1,6976
U3,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24490,42000,58.30952380952381,V1,17510
U3,leo_low_elev_weak,named,test_unseen_day_rx_0,3562,6000,59.36666666666667,V1,2438
U3,leo_low_elev_weak,named,test_unseen_day_rx_2,2472,6000,41.2,V1,3528
U3,leo_low_elev_weak,named,test_unseen_day_rx_5,3535,6000,58.916666666666664,V1,2465
U3,leo_low_elev_weak,named,test_unseen_day_rx_7,3161,6000,52.68333333333333,V1,2839
U3,leo_low_elev_weak,named,test_unseen_day_rx_9,3710,6000,61.833333333333336,V1,2290
U3,leo_low_elev_weak,named,test_unseen_day_rx_10,4168,6000,69.46666666666667,V1,1832
U3,leo_low_elev_weak,named,test_unseen_day_rx_11,3882,6000,64.7,V1,2118
U3,leo_low_elev_weak,receiver_all_days,0,16564,24000,69.01666666666667,V1,7436
U3,leo_low_elev_weak,receiver_all_days,1,4284,6000,71.4,V1,1716
U3,leo_low_elev_weak,receiver_all_days,2,10824,24000,45.1,V1,13176
U3,leo_low_elev_weak,receiver_all_days,3,4206,6000,70.1,V1,1794
U3,leo_low_elev_weak,receiver_all_days,4,4895,6000,81.58333333333333,V1,1105
U3,leo_low_elev_weak,receiver_all_days,5,16262,24000,67.75833333333334,V1,7738
U3,leo_low_elev_weak,receiver_all_days,6,4977,6000,82.95,V1,1023
U3,leo_low_elev_weak,receiver_all_days,7,10370,24000,43.208333333333336,V1,13630
U3,leo_low_elev_weak,receiver_all_days,8,4349,6000,72.48333333333333,V1,1651
U3,leo_low_elev_weak,receiver_all_days,9,16045,24000,66.85416666666667,V1,7955
U3,leo_low_elev_weak,receiver_all_days,10,15142,24000,63.09166666666667,V1,8858
U3,leo_low_elev_weak,receiver_all_days,11,14906,24000,62.108333333333334,V1,9094
U3,leo_low_elev_weak,class,0,20666,33000,62.624242424242425,V1,12334
U3,leo_low_elev_weak,class,1,12141,33000,36.79090909090909,V1,20859
U3,leo_low_elev_weak,class,2,15230,33000,46.15151515151515,V1,17770
U3,leo_low_elev_weak,class,3,19056,33000,57.74545454545454,V1,13944
U3,leo_low_elev_weak,class,4,26236,33000,79.5030303030303,V1,6764
U3,leo_low_elev_weak,class,5,29495,33000,89.37878787878788,V1,3505
U3,leo_rain_weak,aggregate,all,123100,198000,62.17171717171717,V1,74900
U3,leo_rain_weak,named,test_unseen_day_seen_rx,22949,30000,76.49666666666667,V1,7051
U3,leo_rain_weak,named,test_day_0,22949,30000,76.49666666666667,V1,7051
U3,leo_rain_weak,named,test_seen_day_unseen_rx,75811,126000,60.16746031746032,V1,50189
U3,leo_rain_weak,named,test_rx_0,12872,18000,71.5111111111111,V1,5128
U3,leo_rain_weak,named,test_rx_2,8326,18000,46.25555555555555,V1,9674
U3,leo_rain_weak,named,test_rx_5,12896,18000,71.64444444444445,V1,5104
U3,leo_rain_weak,named,test_rx_7,7256,18000,40.31111111111111,V1,10744
U3,leo_rain_weak,named,test_rx_9,12367,18000,68.70555555555555,V1,5633
U3,leo_rain_weak,named,test_rx_10,10917,18000,60.65,V1,7083
U3,leo_rain_weak,named,test_rx_11,11177,18000,62.09444444444444,V1,6823
U3,leo_rain_weak,named,test_unseen_day_unseen_rx,24340,42000,57.95238095238095,V1,17660
U3,leo_rain_weak,named,test_unseen_day_rx_0,3540,6000,59.0,V1,2460
U3,leo_rain_weak,named,test_unseen_day_rx_2,2450,6000,40.833333333333336,V1,3550
U3,leo_rain_weak,named,test_unseen_day_rx_5,3628,6000,60.46666666666667,V1,2372
U3,leo_rain_weak,named,test_unseen_day_rx_7,3113,6000,51.88333333333333,V1,2887
U3,leo_rain_weak,named,test_unseen_day_rx_9,3632,6000,60.53333333333333,V1,2368
U3,leo_rain_weak,named,test_unseen_day_rx_10,4251,6000,70.85,V1,1749
U3,leo_rain_weak,named,test_unseen_day_rx_11,3726,6000,62.1,V1,2274
U3,leo_rain_weak,receiver_all_days,0,16412,24000,68.38333333333334,V1,7588
U3,leo_rain_weak,receiver_all_days,1,4278,6000,71.3,V1,1722
U3,leo_rain_weak,receiver_all_days,2,10776,24000,44.9,V1,13224
U3,leo_rain_weak,receiver_all_days,3,4221,6000,70.35,V1,1779
U3,leo_rain_weak,receiver_all_days,4,5012,6000,83.53333333333333,V1,988
U3,leo_rain_weak,receiver_all_days,5,16524,24000,68.85,V1,7476
U3,leo_rain_weak,receiver_all_days,6,4985,6000,83.08333333333333,V1,1015
U3,leo_rain_weak,receiver_all_days,7,10369,24000,43.204166666666666,V1,13631
U3,leo_rain_weak,receiver_all_days,8,4453,6000,74.21666666666667,V1,1547
U3,leo_rain_weak,receiver_all_days,9,15999,24000,66.6625,V1,8001
U3,leo_rain_weak,receiver_all_days,10,15168,24000,63.2,V1,8832
U3,leo_rain_weak,receiver_all_days,11,14903,24000,62.09583333333333,V1,9097
U3,leo_rain_weak,class,0,21088,33000,63.903030303030306,V1,11912
U3,leo_rain_weak,class,1,12268,33000,37.17575757575757,V1,20732
U3,leo_rain_weak,class,2,15281,33000,46.306060606060605,V1,17719
U3,leo_rain_weak,class,3,18590,33000,56.333333333333336,V1,14410
U3,leo_rain_weak,class,4,26125,33000,79.16666666666667,V1,6875
U3,leo_rain_weak,class,5,29748,33000,90.14545454545454,V1,3252
U4_additive,clean,aggregate,all,156360,198000,78.96969696969697,V1,41640
U4_additive,clean,named,test_unseen_day_seen_rx,27885,30000,92.95,V1,2115
U4_additive,clean,named,test_day_0,27885,30000,92.95,V1,2115
U4_additive,clean,named,test_seen_day_unseen_rx,97486,126000,77.36984126984127,V1,28514
U4_additive,clean,named,test_rx_0,15399,18000,85.55,V1,2601
U4_additive,clean,named,test_rx_2,10891,18000,60.50555555555555,V1,7109
U4_additive,clean,named,test_rx_5,15584,18000,86.57777777777778,V1,2416
U4_additive,clean,named,test_rx_7,12034,18000,66.85555555555555,V1,5966
U4_additive,clean,named,test_rx_9,14915,18000,82.86111111111111,V1,3085
U4_additive,clean,named,test_rx_10,14913,18000,82.85,V1,3087
U4_additive,clean,named,test_rx_11,13750,18000,76.38888888888889,V1,4250
U4_additive,clean,named,test_unseen_day_unseen_rx,30989,42000,73.78333333333333,V1,11011
U4_additive,clean,named,test_unseen_day_rx_0,4072,6000,67.86666666666666,V1,1928
U4_additive,clean,named,test_unseen_day_rx_2,3087,6000,51.45,V1,2913
U4_additive,clean,named,test_unseen_day_rx_5,4826,6000,80.43333333333334,V1,1174
U4_additive,clean,named,test_unseen_day_rx_7,5464,6000,91.06666666666666,V1,536
U4_additive,clean,named,test_unseen_day_rx_9,4062,6000,67.7,V1,1938
U4_additive,clean,named,test_unseen_day_rx_10,4775,6000,79.58333333333333,V1,1225
U4_additive,clean,named,test_unseen_day_rx_11,4703,6000,78.38333333333334,V1,1297
U4_additive,clean,receiver_all_days,0,19471,24000,81.12916666666666,V1,4529
U4_additive,clean,receiver_all_days,1,4773,6000,79.55,V1,1227
U4_additive,clean,receiver_all_days,2,13978,24000,58.24166666666667,V1,10022
U4_additive,clean,receiver_all_days,3,5713,6000,95.21666666666667,V1,287
U4_additive,clean,receiver_all_days,4,5853,6000,97.55,V1,147
U4_additive,clean,receiver_all_days,5,20410,24000,85.04166666666667,V1,3590
U4_additive,clean,receiver_all_days,6,5886,6000,98.1,V1,114
U4_additive,clean,receiver_all_days,7,17498,24000,72.90833333333333,V1,6502
U4_additive,clean,receiver_all_days,8,5660,6000,94.33333333333333,V1,340
U4_additive,clean,receiver_all_days,9,18977,24000,79.07083333333334,V1,5023
U4_additive,clean,receiver_all_days,10,19688,24000,82.03333333333333,V1,4312
U4_additive,clean,receiver_all_days,11,18453,24000,76.8875,V1,5547
U4_additive,clean,class,0,31078,33000,94.17575757575757,V1,1922
U4_additive,clean,class,1,13788,33000,41.78181818181818,V1,19212
U4_additive,clean,class,2,24473,33000,74.16060606060606,V1,8527
U4_additive,clean,class,3,23534,33000,71.31515151515151,V1,9466
U4_additive,clean,class,4,32605,33000,98.8030303030303,V1,395
U4_additive,clean,class,5,30882,33000,93.58181818181818,V1,2118
U4_additive,leo_clear_weak,aggregate,all,124515,198000,62.88636363636363,V1,73485
U4_additive,leo_clear_weak,named,test_unseen_day_seen_rx,23440,30000,78.13333333333334,V1,6560
U4_additive,leo_clear_weak,named,test_day_0,23440,30000,78.13333333333334,V1,6560
U4_additive,leo_clear_weak,named,test_seen_day_unseen_rx,76596,126000,60.79047619047619,V1,49404
U4_additive,leo_clear_weak,named,test_rx_0,13224,18000,73.46666666666667,V1,4776
U4_additive,leo_clear_weak,named,test_rx_2,8293,18000,46.07222222222222,V1,9707
